企业名称,客户,销售占比,销售金额,报告期,数据来源,关联关系
舒泰神（北京）生物制药股份有限公司,北京裕和中西医结合康复医院有限公司,-,-,2019-01-28,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市小汤山医院,-,-,2019-01-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市门头沟区妇幼保健计划生育服务中心（北京市门头沟区妇幼保健院）,-,-,2019-01-17,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市中关村医院（北京市海淀区社区卫生服务指导中心）,-,-,2019-01-17,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市大兴区中西医结合医院,-,-,2019-01-16,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区医院,-,-,2019-01-10,招投标公告,-
舒泰神（北京）生物制药股份有限公司,中国中医科学院眼科医院,-,-,2019-01-08,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京美尔目医院有限公司,-,-,2018-11-15,招投标公告,-
舒泰神（北京）生物制药股份有限公司,霸州市中医院,-,-,2018-09-29,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市石景山区鲁谷社区卫生服务中心,-,-,2017-12-04,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京王府中西医结合医院,-,-,2017-12-04,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首都医科大学附属北京积水潭医院,-,-,2017-11-29,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京丰台三路居中西医结合医院,-,-,2017-11-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市门头沟区医院（首都医科大学附属北京同仁医院门头沟医院）,-,-,2017-11-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市东城区第一妇幼保健院,-,-,2017-11-15,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市石景山区八宝山街道永乐第二社区卫生服务站,-,-,2017-11-06,招投标公告,-
舒泰神（北京）生物制药股份有限公司,航天中心医院,-,-,2017-11-06,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市丰台区卢沟桥街道张仪村社区卫生服务站,-,-,2017-10-30,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市石景山区中医医院,-,-,2017-10-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京世纪坛医院,-,-,2017-10-23,招投标公告,-
舒泰神（北京）生物制药股份有限公司,上药控股泸州有限公司,-,-,2017-10-20,司法数据,-
舒泰神（北京）生物制药股份有限公司,北京市仁和医院,-,-,2017-09-06,招投标公告,-
华映科技（集团）股份有限公司,在国家企业信用信息公示系统网站,-,-,2024-12-23,招投标公告,-
华映科技（集团）股份有限公司,福建华佳彩有限公司,-,-,2024-12-16,招投标公告,-
华映科技（集团）股份有限公司,华映科技集团股份有限公司,-,-,2024-06-19,招投标公告,-
华映科技（集团）股份有限公司,宁德市蕉城区妇幼保健院,-,-,2024-02-23,招投标公告,-
华映科技（集团）股份有限公司,华映科技（集团）股份有限公司,-,-,2023-12-26,招投标公告,-
华映科技（集团）股份有限公司,联合中和土地房地产资产评估有限公司,-,-,2022-03-31,招投标公告,-
华映科技（集团）股份有限公司,福建省福州市中级人民法院,-,-,2019-11-22,招投标公告,-
华映科技（集团）股份有限公司,中華映管股份有限公司,55.65%,272085.36万元,2018-03-03,年报,-
华映科技（集团）股份有限公司,华安鑫创控股（北京）股份有限公司,1.12%,5455.01万元,2018-03-03,年报,-
华映科技（集团）股份有限公司,TCL华星光电技术有限公司,14.62%,71479.09万元,2018-03-03,年报,-
华映科技（集团）股份有限公司,重庆惠科金渝光电科技有限公司,2.23%,10882.80万元,2018-03-03,年报,-
华映科技（集团）股份有限公司,UKCHoldingsCorporation,20.82%,10.18万元,2018-03-03,年报,-
华映科技（集团）股份有限公司,冠捷电子科技（福建）有限公司,0.67%,3605.23万元,2016-02-27,年报,-
华映科技（集团）股份有限公司,深圳华星光电技术有限公司,23.78%,178061.37万元,2015-03-10,年报,-
华映科技（集团）股份有限公司,ALPS ELECTRONICS TAIWAN CO.， LTD.,0.76%,0.54万元,2015-03-10,年报,-
华映科技（集团）股份有限公司,UKC Electronics Corporation,11.27%,79115.49万元,2015-03-10,年报,-
华映科技（集团）股份有限公司,冠捷投資有限公司,1.01%,5618.02万元,2014-04-26,年报,-
华映科技（集团）股份有限公司,深圳华星光电有限公司,3.30%,6021.57万元,2013-03-15,年报,-
华映科技（集团）股份有限公司,友達光電股份有限公司,2.58%,4694.07万元,2013-03-15,年报,-
华映科技（集团）股份有限公司,合肥京东方光电科技有限公司,0.89%,607.35万元,2012-08-30,年报,-
华映科技（集团）股份有限公司,精英电脑（苏州工业园区）有限公司,0.61%,414.61万元,2012-08-30,年报,-
华映科技（集团）股份有限公司,昆山龙腾光电股份有限公司,0.08%,184.26万元,2012-03-08,年报,-
华映科技（集团）股份有限公司,北海惠科电子有限公司,0.05%,0.01万元,2011-08-19,年报,-
优利德科技（中国）股份有限公司,工程学院,-,0.17万元,2025-05-15,招投标公告,-
优利德科技（中国）股份有限公司,信息科学与工程学部,-,-,2025-05-12,招投标公告,-
优利德科技（中国）股份有限公司,机械与电子工程学院,-,-,2025-01-15,招投标公告,-
优利德科技（中国）股份有限公司,国能易购（北京）科技有限公司,-,-,2024-02-05,招投标公告,-
优利德科技（中国）股份有限公司,国能物资南方有限公司,-,-,2022-06-01,招投标公告,-
优利德科技（中国）股份有限公司,咸亨国际科技股份有限公司,-,0.03万元,2021-06-09,客户公告,-
优利德科技（中国）股份有限公司,南京赛创电子进出口有限公司,2.96%,1582.82万元,2021-01-12,年报,-
优利德科技（中国）股份有限公司,深圳市昊仪仪器仪表有限公司,2.01%,1032.66万元,2021-01-12,年报,-
优利德科技（中国）股份有限公司,深圳市乐达精密工具有限公司,2.53%,1166.18万元,2021-01-12,年报,-
优利德科技（中国）股份有限公司,KLEIN TOOLS， INC.、KLEIN TOOLS DE MEXICO S.DE R.L DE C.V,6.91%,0.35万元,2020-11-25,年报,-
优利德科技（中国）股份有限公司,SOUTHWIRE COMPANY， LLC,4.01%,0.19万元,2020-05-25,年报,-
优利德科技（中国）股份有限公司,KLEINTOOLS，INC.、KLEINTOOLSDEMEXICOS.DER.LDEC.V,10.23%,0.55万元,2020-05-25,年报,-
优利德科技（中国）股份有限公司,北京双番仪佳电子科技有限公司,4.15%,0.19万元,2020-05-25,年报,-
优利德科技（中国）股份有限公司,广东三向智能科技股份有限公司,2.65%,144.14万元,2020-04-29,客户公告,非关联方
优利德科技（中国）股份有限公司,南昌航空大学科技学院,-,-,2017-07-08,招投标公告,-
优利德科技（中国）股份有限公司,江西水利电力大学,-,-,2017-05-08,招投标公告,-
优利德科技（中国）股份有限公司,国网山西省电力公司,-,-,2012-10-18,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中车大同电力机车有限公司,-,-,2025-06-30,招投标公告,-
福建龙溪轴承（集团）股份有限公司,云南昆船机械制造有限公司,-,-,2025-06-17,招投标公告,-
福建龙溪轴承（集团）股份有限公司,水电三局制安分局,-,-,2025-06-17,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中冶京诚工程技术有限公司,-,-,2025-06-13,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中车南京浦镇车辆有限公司,-,-,2025-06-10,招投标公告,-
福建龙溪轴承（集团）股份有限公司,昆船智能技术股份有限公司,-,-,2025-04-23,招投标公告,-
福建龙溪轴承（集团）股份有限公司,五冶集团（成都）钢构科技有限公司,-,-,2024-08-22,招投标公告,-
福建龙溪轴承（集团）股份有限公司,鞍钢重型机械有限责任公司灵山机械厂生产运行室,-,-,2024-06-19,招投标公告,-
福建龙溪轴承（集团）股份有限公司,江西洪都航空工业集团有限责任公司,-,-,2024-06-18,招投标公告,-
福建龙溪轴承（集团）股份有限公司,漳州市生态环境局,-,-,2024-06-17,招投标公告,-
福建龙溪轴承（集团）股份有限公司,漳州顶津食品有限公司,-,-,2024-06-17,招投标公告,-
福建龙溪轴承（集团）股份有限公司,鞍钢重型机械有限责任公司采购中心,-,-,2024-04-30,招投标公告,-
福建龙溪轴承（集团）股份有限公司,西安恒翔控制技术有限公司,-,-,2024-03-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,工艺技术研究所,-,-,2024-03-26,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中国五冶集团有限公司,-,-,2024-01-15,招投标公告,-
福建龙溪轴承（集团）股份有限公司,福建龙溪轴承（集团）,-,0.19万元,2023-10-18,招投标公告,-
福建龙溪轴承（集团）股份有限公司,内蒙古自治区综合疾病预防控制中心,-,-,2023-09-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,青川县教育局,-,-,2023-09-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,安康市中医医院,-,-,2023-09-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,赣州市第三人民医院,-,-,2023-09-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,北京空间机电研究所,-,-,2023-08-31,招投标公告,-
福建龙溪轴承（集团）股份有限公司,日照市妇幼保健计划生育服务中心（日照市妇幼保健院、日照市妇女儿童医院）,-,-,2023-08-11,招投标公告,-
福建龙溪轴承（集团）股份有限公司,潍坊市奎文区人民政府办公室,-,-,2023-08-11,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中交广航疏浚有限公司,-,-,2023-07-05,招投标公告,-
福建龙溪轴承（集团）股份有限公司,漳州市龙文区工业和信息化局,-,-,2023-05-16,招投标公告,-
福建龙溪轴承（集团）股份有限公司,昌河飞机工业（集团）有限责任公司,-,80.00万元,2023-02-13,招投标公告,-
福建龙溪轴承（集团）股份有限公司,池州某部,-,-,2022-11-04,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中国直升机设计研究所,-,28.00万元,2022-11-04,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中国航发长春控制科技有限公司,-,13.27万元,2022-10-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,南阳汉冶特钢有限公司,-,-,2022-01-22,招投标公告,-
福建龙溪轴承（集团）股份有限公司,北京航空航天大学,-,3.90万元,2021-12-13,招投标公告,-
福建龙溪轴承（集团）股份有限公司,四川凌峰航空液压机械有限公司,-,23.82万元,2021-11-16,招投标公告,-
福建龙溪轴承（集团）股份有限公司,鞍钢集团朝阳钢铁有限公司,-,-,2021-10-19,招投标公告,-
福建龙溪轴承（集团）股份有限公司,东莞理工学院,-,88.50万元,2021-08-17,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中冶（上海）钢结构科技有限公司,-,78.00万元,2021-07-27,招投标公告,-
福建龙溪轴承（集团）股份有限公司,南靖县中医院,-,-,2021-05-13,招投标公告,-
福建龙溪轴承（集团）股份有限公司,西安航天发动机有限公司,-,3.21万元,2021-05-08,招投标公告,-
福建龙溪轴承（集团）股份有限公司,中国科学院国家天文台,-,408.00万元,2020-10-26,招投标公告,-
福建龙溪轴承（集团）股份有限公司,昆明昆船智慧机场技术有限公司,-,-,2020-07-21,招投标公告,-
福建龙溪轴承（集团）股份有限公司,张家港中环海陆高端装备股份有限公司,11.54%,4641.08万元,2020-07-07,客户公告,-
福建龙溪轴承（集团）股份有限公司,天津泰瑞机械装备科技股份有限公司,-,-,2019-11-26,司法数据,-
福建龙溪轴承（集团）股份有限公司,中钢集团衡阳重机有限公司,-,-,2019-06-17,司法数据,-
福建龙溪轴承（集团）股份有限公司,保定红星高频设备有限公司,-,-,2019-05-23,司法数据,-
福建龙溪轴承（集团）股份有限公司,中国科学院高能物理研究所,-,952.00万元,2018-11-28,招投标公告,-
福建龙溪轴承（集团）股份有限公司,成都中力天元实业有限公司,-,-,2016-09-02,司法数据,-
浙江核新同花顺网络信息股份有限公司,德邦证券股份有限公司,-,-,2019-02-25,招投标公告,-
浙江核新同花顺网络信息股份有限公司,天翼支付科技有限公司,-,-,2017-12-19,招投标公告,-
浙江核新同花顺网络信息股份有限公司,华金证券股份有限公司,-,50.00万元,2017-12-18,招投标公告,-
