企业名称,客户,销售占比,销售金额,报告期,数据来源,关联关系
天融信科技集团股份有限公司,梅县城市综合管理局,-,-,2010-11-16,招投标公告,-
天融信科技集团股份有限公司,嘉应学院,-,-,2010-06-24,招投标公告,-
天融信科技集团股份有限公司,福建省厦门市公路局,-,-,2009-02-18,招投标公告,-
天融信科技集团股份有限公司,厦门海沧土地开发有限公司,-,162.69万元,2008-10-24,招投标公告,-
天融信科技集团股份有限公司,厦门海投置业有限公司,-,72.58万元,2008-10-24,招投标公告,-
天融信科技集团股份有限公司,汕头市城市管理和综合执法局,-,25.97万元,2008-08-19,招投标公告,-
天融信科技集团股份有限公司,厦门翔安新区发展有限公司,-,-,2008-08-04,招投标公告,-
天融信科技集团股份有限公司,福州港务集团有限公司,-,-,2008-07-15,招投标公告,-
天融信科技集团股份有限公司,厦门安控城市建设集团有限公司,-,-,2008-07-08,招投标公告,-
天融信科技集团股份有限公司,厦门市集美区灌口镇人民政府,-,-,2008-07-03,招投标公告,-
天融信科技集团股份有限公司,厦门理工学院,-,-,2008-05-16,招投标公告,-
天融信科技集团股份有限公司,厦门火炬集团有限公司,-,-,2008-04-25,招投标公告,-
天融信科技集团股份有限公司,厦门集力发展股份有限司,-,-,2008-04-25,招投标公告,-
天融信科技集团股份有限公司,集美大学,-,-,2008-04-16,招投标公告,-
天融信科技集团股份有限公司,厦门海投房地产有限公司,-,104.91万元,2008-04-09,招投标公告,-
天融信科技集团股份有限公司,厦门集力发展股份有限公司,-,-,2008-02-27,招投标公告,-
天融信科技集团股份有限公司,厦门海沧城建集团有限公司,-,-,2007-04-25,招投标公告,-
淮河能源（集团）股份有限公司,陆丰宝丽华新能源电力有限公司,-,84558.74万元,2024-03-27,年报,-
淮河能源（集团）股份有限公司,国家电网有限公司华东分部,-,231914.52万元,2024-03-27,年报,-
淮河能源（集团）股份有限公司,安徽电力燃料有限责任公司,-,167189.45万元,2024-03-27,年报,-
淮河能源（集团）股份有限公司,淮沪电力有限公司,-,193534.88万元,2024-03-27,年报,-
淮河能源（集团）股份有限公司,国网安徽省电力有限公司,-,376973.14万元,2024-03-27,年报,-
淮河能源（集团）股份有限公司,国网安徽省电力有限公司淮南供电公司,11.93%,154139.31万元,2021-03-31,年报,-
淮河能源（集团）股份有限公司,淮沪电力公司,10.01%,129303.92万元,2021-03-31,年报,-
淮河能源（集团）股份有限公司,金翌贸易（上海）有限公司,4.35%,56243.45万元,2021-03-31,年报,-
淮河能源（集团）股份有限公司,江阴华西制铁有限公司,4.33%,55950.86万元,2021-03-31,年报,-
淮河能源（集团）股份有限公司,淮南创大实业有限责任公司,-,55844.17万元,2020-04-21,年报,-
淮河能源（集团）股份有限公司,淮南矿业（集团）有限责任公司,34.48%,249215.29万元,2019-03-22,年报,-
淮河能源（集团）股份有限公司,中盐安徽红四方股份有限公司,-,-,2018-11-01,招投标公告,-
淮河能源（集团）股份有限公司,中国烟草总公司安徽省公司,-,-,2018-11-01,招投标公告,-
淮河能源（集团）股份有限公司,溧阳建新制铁有限公司,5.01%,107978.12万元,2015-04-30,年报,-
淮河能源（集团）股份有限公司,湖北华中有色金属有限公司,4.49%,96703.46万元,2015-04-30,年报,-
淮河能源（集团）股份有限公司,上海申特型钢有限公司,4.40%,94750.38万元,2015-04-30,年报,-
淮河能源（集团）股份有限公司,江阴锦澄钢铁有限公司,4.40%,94727.33万元,2015-04-30,年报,-
淮河能源（集团）股份有限公司,江阴市丰业不锈钢有限公司,4.09%,88057.74万元,2015-04-30,年报,-
淮河能源（集团）股份有限公司,溧阳市曙光富保物资贸易有限公司,5.20%,72940.76万元,2014-08-16,年报,-
淮河能源（集团）股份有限公司,上海弘地实业有限公司,4.10%,139927.75万元,2014-02-26,年报,-
淮河能源（集团）股份有限公司,江苏申特钢铁有限公司,3.58%,122404.54万元,2014-02-26,年报,-
淮河能源（集团）股份有限公司,溧阳申特型钢有限公司,5.42%,80124.47万元,2013-08-16,年报,-
淮河能源（集团）股份有限公司,郑州煤矿机械集团股份有限公司,3.60%,55678.40万元,2012-08-15,年报,-
淮河能源（集团）股份有限公司,云南金缘金属材料有限公司,6.89%,206955.73万元,2012-03-22,年报,-
淮河能源（集团）股份有限公司,上海中望实业有限公司,6.75%,202828.28万元,2012-03-22,年报,-
淮河能源（集团）股份有限公司,上海浦东物流云计算有限公司,8.44%,34175.26万元,2011-04-19,年报,-
淮河能源（集团）股份有限公司,南京华能南方实业开发股份有限公司,2.84%,11495.76万元,2011-04-19,年报,-
淮河能源（集团）股份有限公司,淮南矿业集团,20.02%,2520.41万元,2010-02-27,年报,-
淮河能源（集团）股份有限公司,北京弘帆物流股份有限公司,14.77%,1859.98万元,2010-02-27,年报,-
淮河能源（集团）股份有限公司,芜湖新兴铸管有限责任公司,8.73%,1099.45万元,2010-02-27,年报,-
淮河能源（集团）股份有限公司,安徽朱家桥水泥有限公司,3.59%,451.68万元,2010-02-27,年报,-
成都彩虹电器（集团）股份有限公司,成都市武侯区退役军人事务局,-,93.00万元,2025-07-02,招投标公告,-
成都彩虹电器（集团）股份有限公司,马鞍山市,-,-,2025-01-09,招投标公告,-
成都彩虹电器（集团）股份有限公司,马鞍山钢城医院,-,-,2025-01-09,招投标公告,-
成都彩虹电器（集团）股份有限公司,射洪市弘中欣商贸部,-,-,2020-12-14,司法数据,-
成都彩虹电器（集团）股份有限公司,永辉超市,4.15%,3459.11万元,2020-11-24,年报,-
成都彩虹电器（集团）股份有限公司,重庆商社新世纪百货连锁经营有限公司,-,1042.47万元,2020-01-16,年报,-
中重科技（天津）股份有限公司,河北天柱钢铁集团有限公司,-,-,2025-01-08,招投标公告,-
中重科技（天津）股份有限公司,山西晋城钢铁控股集团有限公司,-,-,2024-12-31,招投标公告,-
中重科技（天津）股份有限公司,乌海市包钢万腾钢铁有限责任公司,-,-,2024-09-02,招投标公告,-
中重科技（天津）股份有限公司,建龙阿城钢铁有限公司,-,-,2024-02-22,招投标公告,-
中重科技（天津）股份有限公司,工业和信息化部,-,-,2024-01-18,招投标公告,-
中重科技（天津）股份有限公司,马鞍山钢铁股份有限公司,-,-,2024-01-14,招投标公告,-
中重科技（天津）股份有限公司,河北鑫达钢铁集团有限公司,-,-,2023-09-21,招投标公告,-
中重科技（天津）股份有限公司,河北中机合作有限公司,-,12131.36万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,中冶南方工程技术有限公司,-,16687.88万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,南京金澜特材科技有限公司,-,7498.20万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,东方电气集团东方电机有限公司,-,11740.46万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,安钢集团信阳钢铁有限责任公司,-,20613.04万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,云南玉溪仙福钢铁（集团）有限公司,-,22315.60万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,山西建龙实业有限公司,-,33112.82万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,江苏高通矿山工程新材料有限公司,-,4821.99万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,北京福来华国际贸易有限公司,-,3437.61万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,河北津西钢铁集团股份有限公司,-,3674.65万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,福建鼎盛钢铁有限公司,-,20266.37万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,福建吴航不锈钢制品有限公司,-,3063.64万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,Alliance Steel（M）SdnBhd,-,2778.85万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,天津荣程联合钢铁集团有限公司,-,27334.55万元,2023-02-20,年报,-
中重科技（天津）股份有限公司,Alliance Steel （M） Sdn. Bhd.,-,2443.66万元,2022-05-19,年报,-
中重科技（天津）股份有限公司,营口钢铁有限公司,-,9224.06万元,2021-12-28,年报,-
中重科技（天津）股份有限公司,迁安市茂全商贸有限公司,-,12900.77万元,2021-12-28,年报,-
中重科技（天津）股份有限公司,天津友联盛业科技集团有限公司,-,12492.06万元,2021-12-28,年报,-
中重科技（天津）股份有限公司,望江县百盛特种板材制造有限公司,-,-,2019-08-26,司法数据,-
五矿新能源材料（湖南）股份有限公司,江苏正力新能电池技术股份有限公司,-,67278.45万元,2025-04-19,年报,否
五矿新能源材料（湖南）股份有限公司,苏州食行生鲜电子商务有限公司,-,-,2025-04-17,招投标公告,-
五矿新能源材料（湖南）股份有限公司,金驰能源材料有限公司,-,-,2025-04-02,招投标公告,-
五矿新能源材料（湖南）股份有限公司,湖南长远锂科新能源有限公司,-,-,2025-02-13,招投标公告,-
五矿新能源材料（湖南）股份有限公司,长沙市自然资源和规划局,-,5759.00万元,2025-01-09,招投标公告,-
五矿新能源材料（湖南）股份有限公司,湖南长远锂科股份有限公司销售中心,-,-,2024-07-09,招投标公告,-
五矿新能源材料（湖南）股份有限公司,金驰能源材料有限公司公司,-,-,2024-06-07,招投标公告,-
五矿新能源材料（湖南）股份有限公司,让方参与交易视为已自行,-,-,2024-05-13,招投标公告,-
五矿新能源材料（湖南）股份有限公司,湖南华慧新能源股份有限公司,6.46%,739.20万元,2024-04-30,客户公告,否
五矿新能源材料（湖南）股份有限公司,惠州市恒泰科技股份有限公司,7.79%,659.13万元,2024-04-29,客户公告,否
五矿新能源材料（湖南）股份有限公司,浙江吉润汽车有限公司,-,34127.61万元,2024-04-27,年报,否
五矿新能源材料（湖南）股份有限公司,中国五矿集团有限公司,-,-,2024-03-19,招投标公告,-
五矿新能源材料（湖南）股份有限公司,湖南长远锂科新能源有限公司公司,-,-,2024-01-18,招投标公告,-
五矿新能源材料（湖南）股份有限公司,孚能科技（赣州）股份有限公司,-,29243.40万元,2022-03-30,年报,无关联关系
五矿新能源材料（湖南）股份有限公司,惠州亿纬锂能股份有限公司,-,30294.47万元,2021-04-16,年报,-
五矿新能源材料（湖南）股份有限公司,宁德时代新能源科技股份有限公司,-,76424.77万元,2021-04-16,年报,-
五矿新能源材料（湖南）股份有限公司,比亚迪股份有限公司,-,26624.80万元,2021-04-16,年报,-
五矿新能源材料（湖南）股份有限公司,欣旺达电子股份有限公司,-,14482.31万元,2021-04-16,年报,-
五矿新能源材料（湖南）股份有限公司,江苏塔菲尔新能源科技股份有限公司,-,8974.51万元,2021-04-16,年报,-
五矿新能源材料（湖南）股份有限公司,江西瑞隆锂能科技有限公司,-,-,2020-12-30,司法数据,-
五矿新能源材料（湖南）股份有限公司,914403000614301270,-,-,2020-11-30,司法数据,-
五矿新能源材料（湖南）股份有限公司,北京当升材料科技股份有限公司,-,21609.17万元,2020-05-06,年报,-
五矿新能源材料（湖南）股份有限公司,广西卓能新能源股份有限公司,-,22628.02万元,2020-05-06,年报,-
五矿新能源材料（湖南）股份有限公司,巴斯夫杉杉电池材料有限公司,-,15638.79万元,2020-05-06,年报,-
五矿新能源材料（湖南）股份有限公司,东莞市迈科新能源有限公司,-,-,2019-11-29,司法数据,-
五矿新能源材料（湖南）股份有限公司,南通鑫宝电池有限公司,-,-,2018-11-04,司法数据,-
五矿新能源材料（湖南）股份有限公司,深圳市斯盛能源股份有限公司,8.89%,687.30万元,2016-04-14,客户公告,非关联关系
五矿新能源材料（湖南）股份有限公司,欧赛新能源科技股份有限公司,6.07%,520.24万元,2016-02-17,客户公告,-
五矿新能源材料（湖南）股份有限公司,深圳市金橙电池有限公司,-,-,2015-12-21,司法数据,-
五矿新能源材料（湖南）股份有限公司,深圳市中韬电池有限公司,-,-,2015-10-20,司法数据,-
五矿新能源材料（湖南）股份有限公司,深圳市瀚林达新能源科技有限公司,-,-,2014-11-28,司法数据,-
潮州三环（集团）股份有限公司,中石油深圳新能源研究院有限公司,-,-,2024-05-08,招投标公告,-
潮州三环（集团）股份有限公司,中广核研究院有限公司,-,-,2024-04-03,招投标公告,-
潮州三环（集团）股份有限公司,潮州市潮安区人力资源和社会保障局,-,-,2024-03-25,招投标公告,-
潮州三环（集团）股份有限公司,县人社局,-,-,2024-02-06,招投标公告,-
潮州三环（集团）股份有限公司,益海嘉里（潮州）食品工业有限公司,-,-,2024-02-06,招投标公告,-
潮州三环（集团）股份有限公司,广东能源集团科学技术研究院有限公司,-,-,2023-11-15,招投标公告,-
潮州三环（集团）股份有限公司,北京低碳清洁能源研究院,-,-,2022-11-21,招投标公告,-
潮州三环（集团）股份有限公司,河南鑫宇光科技股份有限公司,2.65%,336.47万元,2022-09-28,客户公告,-
潮州三环（集团）股份有限公司,中航光电科技股份有限公司,-,-,2022-09-15,招投标公告,-
潮州三环（集团）股份有限公司,桂林聚联科技有限公司,-,-,2022-05-06,招投标公告,-
潮州三环（集团）股份有限公司,新海宜科技集团股份有限公司,6.84%,0.03万元,2021-04-28,客户公告,-
潮州三环（集团）股份有限公司,安徽晶赛科技股份有限公司,20.22%,3382.37万元,2021-04-27,客户公告,无关联关系
潮州三环（集团）股份有限公司,黄石晨信光电股份有限公司,9.39%,569.12万元,2021-04-21,客户公告,无关联关系
潮州三环（集团）股份有限公司,广东电网有限责任公司广州供电局,-,-,2021-01-18,招投标公告,-
潮州三环（集团）股份有限公司,惠州市洲为通讯技术有限公司,-,-,2020-12-28,司法数据,-
潮州三环（集团）股份有限公司,光特通讯设备（镇江）有限公司,-,-,2020-12-28,司法数据,-
潮州三环（集团）股份有限公司,广东工业大学,-,303.05万元,2020-06-08,招投标公告,-
潮州三环（集团）股份有限公司,成都晶宝时频技术股份有限公司,6.23%,309.41万元,2020-04-30,客户公告,非关联方
潮州三环（集团）股份有限公司,深圳市源国科技有限公司,-,-,2020-03-30,司法数据,-
潮州三环（集团）股份有限公司,广州供电局有限公司,-,-,2019-12-20,招投标公告,-
潮州三环（集团）股份有限公司,深圳市耀楷光电有限公司,-,-,2019-11-20,司法数据,-
潮州三环（集团）股份有限公司,深圳市比洋光通信科技股份有限公司,5.42%,116.83万元,2019-04-29,客户公告,无关联关系
潮州三环（集团）股份有限公司,湖南新中合光电科技股份有限公司,4.64%,86.42万元,2019-04-24,客户公告,无关联关系
潮州三环（集团）股份有限公司,宁波凯慈通信有限公司,-,-,2018-08-20,司法数据,-
潮州三环（集团）股份有限公司,武汉驿路通科技股份有限公司,7.84%,262.88万元,2018-04-24,客户公告,非关联方
潮州三环（集团）股份有限公司,应达利电子股份有限公司,9.21%,1682.88万元,2018-04-20,客户公告,非关联方
潮州三环（集团）股份有限公司,南京先正电子股份有限公司,3.25%,299.17万元,2018-04-16,客户公告,非关联方
潮州三环（集团）股份有限公司,四川天邑康和通信股份有限公司,5.14%,2068.24万元,2018-03-13,客户公告,-
潮州三环（集团）股份有限公司,广东美的厨房电器制造有限公司,-,-,2018-01-04,招投标公告,-
潮州三环（集团）股份有限公司,万马科技股份有限公司,3.99%,770.92万元,2017-08-14,客户公告,非关联方
潮州三环（集团）股份有限公司,南京华脉科技股份有限公司,2.94%,1377.15万元,2017-05-11,客户公告,-
潮州三环（集团）股份有限公司,深圳市杰普特光电股份有限公司,6.51%,1157.17万元,2016-11-30,客户公告,-
潮州三环（集团）股份有限公司,深圳市科信通信技术股份有限公司,12.65%,2942.33万元,2016-10-31,客户公告,-
潮州三环（集团）股份有限公司,苏州新大诚科技发展股份有限公司,4.62%,67.84万元,2016-10-31,客户公告,-
潮州三环（集团）股份有限公司,长芯博创科技股份有限公司,4.29%,636.73万元,2016-09-14,客户公告,-
潮州三环（集团）股份有限公司,义博通信设备集团股份有限公司,3.99%,124.92万元,2016-05-23,客户公告,-
潮州三环（集团）股份有限公司,宁波展通电信设备股份有限公司,3.80%,86.59万元,2016-03-30,客户公告,非关联方
潮州三环（集团）股份有限公司,南京普天通信股份有限公司,3.38%,4535.80万元,2016-03-29,客户公告,-
潮州三环（集团）股份有限公司,深圳市中兴新地技术股份有限公司,7.64%,1825.06万元,2015-10-26,客户公告,-
潮州三环（集团）股份有限公司,日海智能科技股份有限公司,3.59%,6098.72万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,同洲有限公司,2.82%,4792.13万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,常州太平通讯科技有限公司,2.77%,4697.34万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,讯达康通讯设备（惠州）有限公司,1.86%,3148.78万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,深圳世纪人通讯设备有限公司,1.85%,3138.13万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,HOSONIC TRADING LIMITED,1.64%,3315.65万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,BLOOM ENERGY CORPORATION,7.37%,15494.49万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,中航光电科技股份有限公司深圳分公司,2.31%,4862.25万元,2014-11-14,年报,-
潮州三环（集团）股份有限公司,深圳市微纳光通信设备有限公司,-,-,2014-01-20,司法数据,-
潮州三环（集团）股份有限公司,深圳正盟电子有限公司,-,-,2013-12-10,司法数据,-
思瑞浦微电子科技（苏州）股份有限公司,北京智芯微电子科技有限公司,-,-,2023-06-13,招投标公告,-
思瑞浦微电子科技（苏州）股份有限公司,深圳中电投资有限公司,10.12%,1131.26万元,2020-09-01,年报,-
思瑞浦微电子科技（苏州）股份有限公司,上海三目宝电子科技有限公司,16.93%,173.94万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,智邦控股（中國）有限公司,14.66%,150.62万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,深圳市邦泰科技有限公司,13.18%,135.41万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,上海格州电子股份有限公司,7.98%,243.93万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,上海宇声电子科技有限公司,5.65%,58.08万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,伏特電子有限公司,6.17%,188.73万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,深圳市新森思进出口有限公司,3.95%,40.59万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,中国电子器材深圳有限公司,4.90%,149.82万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,香港天微電子有限公司,4.79%,146.48万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,上海蓝伯科电子科技有限公司,8.43%,367.54万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,深圳中电港技术股份有限公司,4.77%,208.00万元,2016-05-06,年报,-
思瑞浦微电子科技（苏州）股份有限公司,中國電子器材國際有限公司,4.71%,205.53万元,2016-05-06,年报,-
舒泰神（北京）生物制药股份有限公司,内蒙古大唐药业股份有限公司,-,-,2025-02-26,招投标公告,-
舒泰神（北京）生物制药股份有限公司,四川国瑞药业有限责任公司,-,-,2024-06-20,招投标公告,-
舒泰神（北京）生物制药股份有限公司,中科国衡（北京）生态环境技术有限公司,-,-,2024-03-05,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首都医科大学附属首都儿童医学中心,-,-,2021-08-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市怀柔区中医医院,-,-,2021-07-27,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市朝阳区东坝第二社区卫生服务中心,-,-,2021-07-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市平谷区中医医院,-,-,2021-07-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京航天总医院,-,-,2021-07-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区北小营社区卫生服务中心（北京市顺义区北小营镇卫生院）,-,-,2021-07-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市延庆区大榆树镇社区卫生服务中心（北京市延庆区大榆树镇卫生院）,-,-,2021-07-01,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市延庆区康庄镇社区卫生服务中心（北京市延庆区康庄镇卫生院）,-,-,2021-07-01,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市普仁医院,-,-,2021-06-28,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区法医院,-,-,2021-06-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市朝阳区崔各庄社区卫生服务中心,-,-,2021-05-31,招投标公告,-
舒泰神（北京）生物制药股份有限公司,延庆区旧县镇社区卫生服务中心,-,-,2021-04-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京华信医院（清华大学第一附属医院）,-,-,2021-03-16,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市密云区医院（北京大学第一医院密云医院）,-,-,2021-03-09,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市丰台中西医结合医院,-,-,2021-03-09,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市海淀区紫竹院街道魏公村社区卫生服务站,-,-,2021-03-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京大山子普祥中医医院有限公司,-,-,2021-02-19,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京京都儿童医院有限公司,-,-,2021-02-04,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京军颐中医医院有限公司,-,-,2021-02-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市通州区台湖镇次渠社区卫生服务中心（北京市通州区次渠卫生院）,-,-,2021-01-20,招投标公告,-
舒泰神（北京）生物制药股份有限公司,顺义区后沙峪祥云东方苑社区卫生服务站,-,-,2021-01-19,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市延庆区医院（北京大学第三医院延庆医院）,-,-,2021-01-14,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市大兴区西红门镇社区卫生服务中心（北京市大兴区西红门医院）,-,-,2021-01-12,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市朝阳区三环肿瘤医院,-,-,2020-12-29,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市丰台区石榴庄街道政馨园社区卫生服务站,-,-,2020-12-25,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市房山区中医医院（北京中医药大学第六临床医学院、北京中医药大学房山医院）,-,-,2020-12-15,招投标公告,-
舒泰神（北京）生物制药股份有限公司,清华大学玉泉医院（清华大学中西医结合医院）,-,-,2020-11-18,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市中西医结合医院,-,-,2020-11-17,招投标公告,-
舒泰神（北京）生物制药股份有限公司,中国中医科学院广安门医院,-,-,2020-11-17,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市海淀区妇幼保健计划生育服务中心（北京市海淀区妇幼保健院、北京市海淀区妇产医院）,-,-,2020-11-13,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首都医科大学附属北京天坛医院,-,-,2020-11-12,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首都医科大学附属北京康复医院,-,-,2020-11-10,招投标公告,-
舒泰神（北京）生物制药股份有限公司,中国医学科学院北京协和医院,-,-,2020-10-23,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京大望路急诊抢救医院,-,-,2020-09-10,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市平谷区东高村镇社区卫生服务中心（北京市平谷区东高村镇中心卫生院）,-,-,2020-08-25,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京潘家园中西医结合医院,-,-,2020-08-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区中医医院（北京中医医院顺义医院）,-,-,2020-08-13,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市海淀区东升镇社区卫生服务中心（北京市海淀区东升卫生院）,-,-,2020-08-07,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京丰益肛肠医院,-,-,2020-07-30,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京京门医院,-,-,2020-07-20,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京丰台医院,-,-,2020-07-13,招投标公告,-
舒泰神（北京）生物制药股份有限公司,国家电网公司北京电力医院,-,-,2020-06-29,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首都医科大学附属北京中医医院（北京市赵炳南皮肤病医疗研究中心）,-,-,2020-06-22,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京怀柔医院,-,-,2020-05-28,招投标公告,-
舒泰神（北京）生物制药股份有限公司,航空总医院,-,-,2020-05-28,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区马坡社区卫生服务中心（北京市顺义区马坡镇卫生院）,-,-,2020-05-27,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市大兴区人民医院,-,-,2020-05-27,招投标公告,-
舒泰神（北京）生物制药股份有限公司,中国人民解放军总医院,-,-,2020-05-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京京通医院,-,-,2020-05-19,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市朝阳区东坝地区红松园社区卫生服务站,-,-,2020-05-07,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市第六医院,-,-,2020-04-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,首钢集团有限公司,-,-,2020-04-17,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京大学第三医院（北京大学第三临床医学院）,-,-,2020-03-06,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市大兴区孙村社区卫生服务中心,-,-,2020-03-05,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市顺义区北务社区卫生服务中心（北京市顺义区北务镇卫生院）,-,-,2020-02-24,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市隆福医院（北京中西医结合老年医院）,-,-,2020-02-20,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市昌平区沙河高教园区社区卫生服务中心,-,-,2020-02-13,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市东城区妇幼保健计划生育服务中心（北京市东城区妇幼保健院、北京市东城区东四妇产医院）,-,-,2020-01-19,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京中医药大学东直门医院,-,-,2020-01-06,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市平谷岳协医院,-,-,2020-01-03,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市东城区第一人民医院,-,-,2019-12-27,招投标公告,-
舒泰神（北京）生物制药股份有限公司,河北金诺康医药有限公司,-,-,2019-12-27,司法数据,-
舒泰神（北京）生物制药股份有限公司,北京医院（国家老年医学中心）,-,-,2019-12-25,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市回民医院,-,-,2019-12-13,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京北亚中医医院,-,-,2019-12-09,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京中医药大学第三附属医院,-,-,2019-12-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市和平里医院,-,-,2019-11-21,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市朝阳区中医医院,-,-,2019-11-20,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市健宫医院有限公司,-,-,2019-11-06,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京大学首钢医院,-,-,2019-10-11,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京北亚骨科医院有限公司,-,-,2019-09-16,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市平谷区妇幼保健计划生育服务中心（北京市平谷区妇幼保健院、北京市平谷区牙病防治所）,-,-,2019-05-09,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市肛肠医院（北京市二龙路医院）,-,-,2019-04-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,兵器工业北京北方医院紫竹院社区卫生服务中心,-,-,2019-04-02,招投标公告,-
舒泰神（北京）生物制药股份有限公司,北京市通州区中西医结合医院,-,-,2019-02-02,招投标公告,-
