项目URL,项目名称,采购人信息,项目金额
https://www.szggzy.com/jygg/details.html?contentId=2090151,2024年春季退役士兵全员适应性培训采购公告,名称：深圳市教育科学研究院地址：广东省深圳市罗湖区泥岗西路,375200.00
https://www.szggzy.com/jygg/details.html?contentId=2096483,2024年光明中学游泳技能培训与游泳馆运行管理服务采购公告,名称：深圳市教育科学研究院地址：广东省深圳市罗湖区泥岗西路,500
https://www.szggzy.com/jygg/details.html?contentId=2094584,光明区公明街道应急管理办公室购买应急宣传教育技能培训服务采购公告,名称：深圳市光明区公明街道应急管理办公室地址：光明区公明街道望胜路,267700.00
https://www.szggzy.com/jygg/details.html?contentId=2096483,2024年光明中学游泳技能培训与游泳馆运行管理服务采购公告,未识别,500
https://www.szggzy.com/jygg/details.html?contentId=2094584,光明区公明街道应急管理办公室购买应急宣传教育技能培训服务采购公告,名称：深圳市光明区公明街道应急管理办公室地址：光明区公明街道望胜路,267700.00
https://www.szggzy.com/jygg/details.html?contentId=2131485,关于政府购买职途光明-光明街道2024年职业技能培训项目的公告  (实施购买前),名称：深圳市光明区公明街道应急管理办公室地址：光明区公明街道望胜路,196362
https://www.szggzy.com/jygg/details.html?contentId=2089512,校外教育培训监管科关于购买校外培训预付式资金监管等宣传材料制作服务采购公告,名称：深圳市光明区公明街道应急管理办公室地址：光明区公明街道望胜路,25900
https://www.szggzy.com/jygg/details.html?contentId=2089431,福田区人力资源局2024年“厚植匠心 技益福田”公益性职业技能培训——“南粤家政”育婴员培训服务采购公告,名称：深圳市福田区人力资源局地址：福田区福民路,200000
https://www.szggzy.com/jygg/details.html?contentId=2087700,福田区人力资源局2024年“厚植匠心 技益福田”公益性职业技能培训——“广东技工”建筑装饰模型技术员培训服务采购公告,名称：深圳市福田区人力资源局地址：福田区福民路,200000
https://www.szggzy.com/jygg/details.html?contentId=2089471,福田区人力资源局2024年“厚植匠心 技益福田”公益性职业技能培训——“广东技工”广告设计师培训服务项目采购公告,名称：深圳市福田区人力资源局地址：福田区福民路,200000
https://www.szggzy.com/jygg/details.html?contentId=2088302,福田区人力资源局2024年“厚植匠心 技益福田”公益性职业技能培训——“广东技工”服装设计及制作培训服务项目采购公告,名称：深圳市福田区人力资源局地址：福田区福民路,200000
https://www.szggzy.com/jygg/details.html?contentId=2088815,公明街道公共服务办购买2024年公明街道养老护理职业技能培训活动服务采购公告,名称：深圳市福田区人力资源局地址：福田区福民路,29695.00
https://www.szggzy.com/jygg/details.html?contentId=2092516,光明区文化馆2024年“乐享艺术生活”公益文化艺术培训招标公告,名称：深圳市福田区人力资源局地址：福田区福民路,900000
https://www.szggzy.com/jygg/details.html?contentId=2132695,关于政府购买“用太极哲理找到自己的幸福”太极拳培训活动项目服务的公告  (实施购买前),未识别,37296
https://www.szggzy.com/jygg/details.html?contentId=2095692,公明街道公共服务办购买2024年公明街道母婴护理职业技能培训活动服务采购公告,未识别,49096.00
https://www.szggzy.com/jygg/details.html?contentId=2092516,光明区文化馆2024年“乐享艺术生活”公益文化艺术培训招标公告,未识别,900000
https://www.szggzy.com/jygg/details.html?contentId=2131882,关于购买 “强信心 高质量 促发展”专题教育外出培训项目 的公告,未识别,70200
https://www.szggzy.com/jygg/details.html?contentId=2087772,2024年福田区教师培训导师学习指导力提升培训项目采购公告,未识别,2
https://www.szggzy.com/jygg/details.html?contentId=2091126,2024年福田区义务教育聚焦新教材实践新课标培训服务项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,8400000000.00
https://www.szggzy.com/jygg/details.html?contentId=2095700,2024年福田区融合教育理论与实践培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系电话：,3380000000.00
https://www.szggzy.com/jygg/details.html?contentId=2073870,深圳对口帮扶协作汕头“千人培训计划”项目采购公告,名称：深圳对口帮扶协作汕头指挥部地址：广东省汕头市金平区跃进路,3
https://www.szggzy.com/jygg/details.html?contentId=2093927,2024年光明区校外培训机构专项督导服务项目招标公告,名称：深圳对口帮扶协作汕头指挥部地址：广东省汕头市金平区跃进路,20000
https://www.szggzy.com/jygg/details.html?contentId=2088223,2024年福田区中小学校园安全专题培训项目采购公告,名称：深圳对口帮扶协作汕头指挥部地址：广东省汕头市金平区跃进路,2
https://www.szggzy.com/jygg/details.html?contentId=2065069,铁骑队员初任培训服务项目招标公告,名称：深圳市公安局交通警察局地址：深圳市福田区莲花支路,900020000000
https://www.szggzy.com/jygg/details.html?contentId=2062838,福田区教育局校外培训机构日常管理和巡查项目采购公告,名称：深圳市福田区教育局地址：深圳市福田区新洲九街,3
https://www.szggzy.com/jygg/details.html?contentId=2090610,2024年福田区中小学教师继续教育管理研修培训招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,2300000000.00
https://www.szggzy.com/jygg/details.html?contentId=2062056,2024年深圳市干部履职能力培训项目意见征集公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,6
https://www.szggzy.com/jygg/details.html?contentId=2124755,  关于政府购买2024年光明街道“南粤家政”工程  技能培训服务项目的公告  (实施购买前),名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,100000
https://www.szggzy.com/jygg/details.html?contentId=2094397,南方科技大学附属光明凤凰学校学生足球培训项目采购公告,名称：南方科技大学附属光明凤凰学校地址：深圳市光明区光明街道光侨大道,240000
https://www.szggzy.com/jygg/details.html?contentId=2056369,深汕特别合作区2024年“应急第一响应人”培训考核项目询价公告,名称：南方科技大学附属光明凤凰学校地址：深圳市光明区光明街道光侨大道,1
https://www.szggzy.com/jygg/details.html?contentId=2051102,公益培训辅助管理项目招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,1180000.00
https://www.szggzy.com/jygg/details.html?contentId=2090757,光明区楼村小学2024年校园足球项目培训服务采购公告,采购人：深圳市光明区楼村小学地址：深圳市光明区新湖街道楼村社区公常路,210000.00
https://www.szggzy.com/jygg/details.html?contentId=2049043,深汕特别合作区组织人事局关于采购2024年党内培训后勤保障服务项目,采购人：深圳市光明区楼村小学地址：深圳市光明区新湖街道楼村社区公常路,1
https://www.szggzy.com/jygg/details.html?contentId=2051102,公益培训辅助管理项目招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,1180000.00
https://www.szggzy.com/jygg/details.html?contentId=2090757,光明区楼村小学2024年校园足球项目培训服务采购公告,采购人：深圳市光明区楼村小学地址：深圳市光明区新湖街道楼村社区公常路,210000.00
https://www.szggzy.com/jygg/details.html?contentId=2049043,深汕特别合作区组织人事局关于采购2024年党内培训后勤保障服务项目,采购人：深圳市光明区楼村小学地址：深圳市光明区新湖街道楼村社区公常路,1
https://www.szggzy.com/jygg/details.html?contentId=2090441,计财与基建科采购光明区教育系统 财务管理系列培训的服务采购公告,采购人：深圳市光明区楼村小学地址：深圳市光明区新湖街道楼村社区公常路,53040
https://www.szggzy.com/jygg/details.html?contentId=2090123,2024年福田区2024年新入职教师心理健康教育C证培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,700000
https://www.szggzy.com/jygg/details.html?contentId=2093289,2024年福田区中小学教师心理健康教育高级（A证）培训采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系电话：,5100000000.00
https://www.szggzy.com/jygg/details.html?contentId=2041150,公益培训辅助管理项目招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,1180000.00
https://www.szggzy.com/jygg/details.html?contentId=2040710,深圳市教育局2023年普通高中校领导任职资格培训项目采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C,3
https://www.szggzy.com/jygg/details.html?contentId=2093396,罗湖区退役军人事务局官兵职业技能培训服务项目采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C,556500.00
https://www.szggzy.com/jygg/details.html?contentId=2088901,深圳市翠北实验小学2024年管弦乐团培训服务采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C,350000.00
https://www.szggzy.com/jygg/details.html?contentId=2023087,粤桂教育协作人才跟岗培训项目（E包）招标公告(重新采购第1次),名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=2023076,革命老区教育支援合作人才跟岗培训项目(B包)招标公告(重新采购第1次),名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=2019893,深汕特别合作区新型职业农民培训服务项目询价公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1
https://www.szggzy.com/jygg/details.html?contentId=2019457,龙岗区职业培训学校校园物业管理服务采购采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2016604,全口径全方位融入式帮扶汕头市跟岗培训项目（F）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016601,全口径全方位融入式帮扶汕头市跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016602,全口径全方位融入式帮扶汕头市跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016603,全口径全方位融入式帮扶汕头市跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016598,全口径全方位融入式帮扶汕头市跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016599,全口径全方位融入式帮扶汕头市跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016600,全口径全方位融入式帮扶汕尾市跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016594,全口径全方位融入式帮扶汕尾市跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016593,全口径全方位融入式帮扶汕尾市跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016596,全口径全方位融入式帮扶汕尾市跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016595,全口径全方位融入式帮扶汕尾市跟岗培训项目-A包采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016590,全口径全方位融入式帮扶肇庆市跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016588,全口径全方位融入式帮扶肇庆市跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016589,全口径全方位融入式帮扶肇庆市跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016586,全口径全方位融入式帮扶肇庆市跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016587,全口径全方位融入式帮扶肇庆市跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016595,全口径全方位融入式帮扶汕尾市跟岗培训项目-A包采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1000075000000
https://www.szggzy.com/jygg/details.html?contentId=2016590,全口径全方位融入式帮扶肇庆市跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016588,全口径全方位融入式帮扶肇庆市跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016589,全口径全方位融入式帮扶肇庆市跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016586,全口径全方位融入式帮扶肇庆市跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016587,全口径全方位融入式帮扶肇庆市跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016574,全口径全方位融入式帮扶河源市跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016576,全口径全方位融入式帮扶河源市跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016575,全口径全方位融入式帮扶河源市跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016573,全口径全方位融入式帮扶河源市跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2016572,全口径全方位融入式帮扶河源市跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100000000000000
https://www.szggzy.com/jygg/details.html?contentId=2015165,粤桂教育协作人才跟岗培训项目（G）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015163,粤桂教育协作人才跟岗培训项目（F）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015164,粤桂教育协作人才跟岗培训项目（E）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015120,深汕特别合作区新型职业农民培训服务项目询价公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,1
https://www.szggzy.com/jygg/details.html?contentId=2015132,粤桂教育协作人才跟岗培训项目（D）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015131,粤桂教育协作人才跟岗培训项目（C）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015133,粤桂教育协作人才跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2015134,粤桂教育协作人才跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,50015000000
https://www.szggzy.com/jygg/details.html?contentId=2092619,2024年深圳市罗湖实验学校学生管乐团培训服务采购项目采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,200000.00
https://www.szggzy.com/jygg/details.html?contentId=2014542,全口径全方位融入式帮扶河源市跟岗培训项目意见征集公告,未识别,6
https://www.szggzy.com/jygg/details.html?contentId=2014541,全口径全方位融入式帮扶汕尾市跟岗培训项目意见征集公告,未识别,6
https://www.szggzy.com/jygg/details.html?contentId=2014534,全口径全方位融入式帮扶肇庆市跟岗培训项目意见征集公告,未识别,6
https://www.szggzy.com/jygg/details.html?contentId=2014531,革命老区教育支援合作人才跟岗培训项目（B）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100055000000
https://www.szggzy.com/jygg/details.html?contentId=2014533,革命老区教育支援合作人才跟岗培训项目（A）招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二楼联系方式：,100055000000
https://www.szggzy.com/jygg/details.html?contentId=2008242,国家税务总局深圳市税务局12366税法教育培训设备采购项目采购公告,名称：国家税务总局深圳市税务局地址：福田区沙嘴路,1401174.000000
https://www.szggzy.com/jygg/details.html?contentId=2088782,（综治办）信访业务培训租车服务采购公告,名称：深圳市光明区玉塘街道综合治理办公室地址：深圳市光明区玉塘街道安居鸣鹿苑南区G栎,6000.00
https://www.szggzy.com/jygg/details.html?contentId=2088593,全科技能培训设备一批招标公告,名称：福田区社区健康服务管理中心地址：广东省深圳市福田区福华路,344900.00
https://www.szggzy.com/jygg/details.html?contentId=2115308,2023年马田街道社会体育指导员培训暨全民健身志愿服务队培训（实施购买前）,名称：福田区社区健康服务管理中心地址：广东省深圳市福田区福华路,15000.00
https://www.szggzy.com/jygg/details.html?contentId=2088268,2023年“凝心聚力·志愿同行”义工培训及团建活动采购公告,名称：深圳市光明区玉塘街道办事处地址：广东省深圳市光明区玉塘街道田寮社区警民路,7970.00
https://www.szggzy.com/jygg/details.html?contentId=2088268,2023年“凝心聚力·志愿同行”义工培训及团建活动采购公告,名称：深圳市光明区玉塘街道办事处地址：广东省深圳市光明区玉塘街道田寮社区警民路,7970.00
https://www.szggzy.com/jygg/details.html?contentId=2002315,罗湖区青少年活动中心素质培训服务项目（D包）采购公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2002314,罗湖区青少年活动中心素质培训服务项目（C包）采购公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2002268,罗湖区青少年活动中心素质培训服务项目（B包）采购公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2002267,罗湖区青少年活动中心素质培训服务项目（A包）采购公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2126842,维修工培训设备询价公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2134371,维修工培训设备询价公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,3
https://www.szggzy.com/jygg/details.html?contentId=2096022,福田区中小学教师健康体能促进系列培训项目采购公告,名称：深圳市罗湖区青少年活动中心地址：深圳市罗湖区怡景路,2
https://www.szggzy.com/jygg/details.html?contentId=2088627,2024年福田区中小学教师家庭教育指导力提升培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,257000.0
https://www.szggzy.com/jygg/details.html?contentId=2000180,深圳市龙华区中心医院文化建设培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,2850000.00
https://www.szggzy.com/jygg/details.html?contentId=2130305,大鹏新区2023年驻深部队官兵职业技能培训项目采购需求公告,未识别,623700.00
https://www.szggzy.com/jygg/details.html?contentId=2120202,2023年群团干部素质能力提升培训 （实施购买前）,未识别,42410
https://www.szggzy.com/jygg/details.html?contentId=2093816,深圳市罗湖实验学校新老初三教师经验交流工作培训服务采购公告,未识别,160000.00
https://www.szggzy.com/jygg/details.html?contentId=2093059,2024年福田区中小学教师作业设计进阶培训项目采购招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,5370000000.00
https://www.szggzy.com/jygg/details.html?contentId=2090588,光明区教育局党务干部培训班采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,160000
https://www.szggzy.com/jygg/details.html?contentId=2092719,2023年公明街道拉丁舞培训活动的项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,25700.00
https://www.szggzy.com/jygg/details.html?contentId=2093397,福田区残疾人就业培训宣传展示服务项目采购公告,名称：福田区残疾人综合服务中心地址：福田区梅林梅坳七路福康之家,300000
https://www.szggzy.com/jygg/details.html?contentId=2091890,福田区残疾人就业培训宣传展示服务项目采购公告,名称：福田区残疾人综合服务中心地址：福田区梅林梅坳七路福康之家,300000
https://www.szggzy.com/jygg/details.html?contentId=2125099,综合行政执法办2023年综合行政执法业务培训,名称：福田区残疾人综合服务中心地址：福田区梅林梅坳七路福康之家,199450
https://www.szggzy.com/jygg/details.html?contentId=2130866,关于政府购买2023年光明街道少儿篮球公益培训活动服务的公告  (实施购买前),名称：福田区残疾人综合服务中心地址：福田区梅林梅坳七路福康之家,13000
https://www.szggzy.com/jygg/details.html?contentId=2121446,购买市政领域业务培训服务,未识别,35719
https://www.szggzy.com/jygg/details.html?contentId=2094526,深圳市翠园文锦中学2023—2024届初三教学工作培训项目采购公告,未识别,123000.00
https://www.szggzy.com/jygg/details.html?contentId=2114508,关于政府购买人大代表履职能力提升培训服务的公告  (实施购买前),未识别,85500
https://www.szggzy.com/jygg/details.html?contentId=2091735,南湖街道2023年统计业务培训会议采购公告,未识别,98900.00
https://www.szggzy.com/jygg/details.html?contentId=2117372,关于政府购买白花社区“星火传承服务队培训项目”党群活动服务的公告  （实施购买前）,未识别,46000
https://www.szggzy.com/jygg/details.html?contentId=2096632,驻深部队官兵三维设计与3D打印培训项目采购公告,名称：深圳市福田区退役军人事务局地址：深圳市福田区福保街道石厦北二街西新天世纪商务中心A座,300000.00
https://www.szggzy.com/jygg/details.html?contentId=2088948,驻深部队官兵公务员考试培训项目采购公告,名称：深圳市福田区退役军人事务局地址：深圳市福田区福保街道石厦北二街西新天世纪商务中心A座,300000.00
https://www.szggzy.com/jygg/details.html?contentId=2089212,2023年罗湖区楼栋长管理工作能力提升培训班项目采购公告,名称：深圳市福田区退役军人事务局地址：深圳市福田区福保街道石厦北二街西新天世纪商务中心A座,180000.00
https://www.szggzy.com/jygg/details.html?contentId=1956850,深圳市深汕特别合作区海洋综合执法大队渔业船员安全培训项目采购意向公开表,名称：深圳市福田区退役军人事务局地址：深圳市福田区福保街道石厦北二街西新天世纪商务中心A座,96000.0
https://www.szggzy.com/jygg/details.html?contentId=2122570,深圳市电子政务内网管理中心2023年下半年内网建设管理工作培训班培训服务项目自行采购公告,名称：深圳市福田区退役军人事务局地址：深圳市福田区福保街道石厦北二街西新天世纪商务中心A座,121000.0
https://www.szggzy.com/jygg/details.html?contentId=2129273,2023年凤凰街道文明城市创建工作能力提升培训项目,未识别,92250
https://www.szggzy.com/jygg/details.html?contentId=1942225,深圳信息职业技术学院职业技能综合培训基地配套项目采购公告,名称：深圳信息职业技术学院地址：深圳市龙岗区龙翔大道,3
https://www.szggzy.com/jygg/details.html?contentId=2129307,综合行政执法办2023年综合行政执法业务培训,名称：深圳信息职业技术学院地址：深圳市龙岗区龙翔大道,199450
https://www.szggzy.com/jygg/details.html?contentId=1941046,深汕特别合作区乡村振兴致富带头人专题培训车辆辅助服务项目询价公告,名称：深圳信息职业技术学院地址：深圳市龙岗区龙翔大道,1
https://www.szggzy.com/jygg/details.html?contentId=2094804,购买2023年公明街道篮球队培训活动服务采购公告,名称：深圳信息职业技术学院地址：深圳市龙岗区龙翔大道,34050.00
https://www.szggzy.com/jygg/details.html?contentId=1940763,罗湖区教育帮扶培训项目招标公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,100000000000
https://www.szggzy.com/jygg/details.html?contentId=2094581,滨河实验中学新老初三年级教师经验交流培训会采购公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,95000.00
https://www.szggzy.com/jygg/details.html?contentId=1937280,深汕特别合作区“百千万工程”专题培训车辆辅助服务项目询价公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,10000
https://www.szggzy.com/jygg/details.html?contentId=1934247,深圳市深汕特别合作区海洋综合执法大队渔业船员安全培训询价公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,1
https://www.szggzy.com/jygg/details.html?contentId=2090548,2023年福田区幼儿园“启航工程”新教师培训项目采购公告,名称：深圳市福田区学前教育发展中心地址：深圳市福田区新洲九街,3000000000.00
https://www.szggzy.com/jygg/details.html?contentId=1931376,深汕特别合作区“百千万工程”专题培训辅助服务项目询价公告,未识别,10000
https://www.szggzy.com/jygg/details.html?contentId=2134606,2023-2024学年第一学期女子足球社团培训项目,未识别,7
https://www.szggzy.com/jygg/details.html?contentId=2126970,2023-2024学年第一学期学生葫芦丝社团培训项目,未识别,7
https://www.szggzy.com/jygg/details.html?contentId=2133550,关于开展2023年应急管理业务能力提升培训的公告,未识别,190940
https://www.szggzy.com/jygg/details.html?contentId=2090713,田寮小学鼓号队、国旗班培训服务项目采购公告,名称：深圳市光明区田寮小学地址：深圳市光明区玉塘街道田寮社区内联系方式：罗老师,124800.00
https://www.szggzy.com/jygg/details.html?contentId=1926000,2023年党员回炉进党校培训后勤保障服务项目采购公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,1000000.00
https://www.szggzy.com/jygg/details.html?contentId=1925955,深圳市深汕特别合作区关于2023年团干部培训项目询价公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,5500000
https://www.szggzy.com/jygg/details.html?contentId=2093533,2023年财政业务培训工作辅助服务采购公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,1645000000.00
https://www.szggzy.com/jygg/details.html?contentId=2096732,福田区中小学名师工作室评审和培训服务项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,4320000000.00
https://www.szggzy.com/jygg/details.html?contentId=2094083,福田区中小学教师项目化学习培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,459000.0
https://www.szggzy.com/jygg/details.html?contentId=2094083,福田区中小学教师项目化学习培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,459000.0
https://www.szggzy.com/jygg/details.html?contentId=2112311,关于政府开展2023年综合行政执法业务培训的公告  (实施购买前),名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,50000
https://www.szggzy.com/jygg/details.html?contentId=2094613,田寮小学购买国旗班培训服务采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,24960.00
https://www.szggzy.com/jygg/details.html?contentId=2093353,田寮小学购买鼓号队培训服务采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,96720.00
https://www.szggzy.com/jygg/details.html?contentId=1921175,深圳市专科医师规范化培训项目招标公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,9000000.00
https://www.szggzy.com/jygg/details.html?contentId=2091512,2023年福田区中小学骨干心理教师专业能力提升培训服务项目需求采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,2
https://www.szggzy.com/jygg/details.html?contentId=2094685,2023年福田区学校卫生健康教育专项培训项目采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,2
