公司名称
泰凌微电子(上海)股份有限公司
晶晨半导体(上海)股份有限公司
惠而浦(中国)股份有限公司
思特威(上海)电子科技股份有限公司
大富科技(安徽)股份有限公司
上海永利带业股份有限公司
深圳市天健(集团)股份有限公司
舒泰神(北京)生物制药股份有限公司
江苏综艺股份有限公司
软通动力信息技术(集团)股份有限公司
力佳电源科技(湖北)股份有限公司
江苏凤凰置业投资股份有限公司
星德胜科技(苏州)股份有限公司
上海振华重工(集团)股份有限公司
格力博(江苏)股份有限公司
重庆三峡水利电力(集团)股份有限公司
八方电气(苏州)股份有限公司
首华燃气科技(上海)股份有限公司
创耀(苏州)通信科技股份有限公司
豆神教育科技(北京)股份有限公司
金地(集团)股份有限公司
恒烁半导体(合肥)股份有限公司
思看科技(杭州)股份有限公司
上海广电电气(集团)股份有限公司
中国国际海运集装箱(集团)股份有限公司
隆扬电子(昆山)股份有限公司
中珠医疗控股股份有限公司
天融信科技集团股份有限公司
中炬高新技术实业(集团)股份有限公司
重庆丰华(集团)股份有限公司
开能健康科技集团股份有限公司
宣亚国际营销科技(北京)股份有限公司
海信家电集团股份有限公司
海默科技(集团)股份有限公司
信音电子(中国)股份有限公司
创远信科(上海)技术股份有限公司
上海威尔泰工业自动化股份有限公司
天下秀数字科技(集团)股份有限公司
上海新黄浦实业集团股份有限公司
杭州天目山药业股份有限公司
吉林亚泰(集团)股份有限公司
兴民智通(集团)股份有限公司
广东锦龙发展股份有限公司
黑牡丹(集团)股份有限公司
诺诚健华医药有限公司
北矿科技股份有限公司
中福海峡(平潭)发展股份有限公司
广东星光发展股份有限公司
上海新相微电子股份有限公司
圆通速递股份有限公司
荣昌生物制药(烟台)股份有限公司
福建海钦能源集团股份有限公司
产投三佳(安徽)科技股份有限公司
唯捷创芯(天津)电子技术股份有限公司
深圳市新南山控股(集团)股份有限公司
国科恒泰(北京)医疗科技股份有限公司
云南博闻科技实业股份有限公司
中船(邯郸)派瑞特种气体股份有限公司
深圳威迈斯新能源(集团)股份有限公司
四川金顶(集团)股份有限公司
上海复星医药(集团)股份有限公司
宁波水表(集团)股份有限公司
中国全聚德(集团)股份有限公司
奥瑞德光电股份有限公司
华辰精密装备(昆山)股份有限公司
深圳市皇庭国际企业股份有限公司
亚士创能科技(上海)股份有限公司
华懋(厦门)新材料科技股份有限公司
山东新潮能源股份有限公司
华映科技(集团)股份有限公司
中国太平洋保险(集团)股份有限公司
普冉半导体(上海)股份有限公司
大众交通(集团)股份有限公司
中航机载系统股份有限公司
全通教育集团(广东)股份有限公司
三羊马(重庆)物流股份有限公司
博通集成电路(上海)股份有限公司
益方生物科技(上海)股份有限公司
力盛云动(上海)体育科技股份有限公司
上海国际港务(集团)股份有限公司
嘉美食品包装(滁州)股份有限公司
上海永冠众诚新材料科技(集团)股份有限公司
英飞特电子(杭州)股份有限公司
中国平安保险(集团)股份有限公司
中微半导体设备(上海)股份有限公司
华信永道(北京)科技股份有限公司
甘肃国芳工贸(集团)股份有限公司
上海德必文化创意产业发展(集团)股份有限公司
云南景谷林业股份有限公司
上海海立(集团)股份有限公司
分众传媒信息技术股份有限公司
万向德农股份有限公司
上海开开实业股份有限公司
孚能科技(赣州)股份有限公司
上工申贝(集团)股份有限公司
圣邦微电子(北京)股份有限公司
百川能源股份有限公司
华安鑫创控股(北京)股份有限公司
优德精密工业(昆山)股份有限公司
濮阳濮耐高温材料(集团)股份有限公司
康平科技(苏州)股份有限公司
中航(成都)无人机系统股份有限公司
怡球金属资源再生(中国)股份有限公司
迪哲(江苏)医药股份有限公司
青岛农村商业银行股份有限公司
思瑞浦微电子科技(苏州)股份有限公司
荣旗工业科技(苏州)股份有限公司
前沿生物药业(南京)股份有限公司
中国三峡新能源(集团)股份有限公司
九号有限公司
三生国健药业(上海)股份有限公司
深圳市物业发展(集团)股份有限公司
新疆青松建材化工(集团)股份有限公司
星环信息科技(上海)股份有限公司
大连友谊(集团)股份有限公司
新疆雪峰科技(集团)股份有限公司
联检(江苏)科技股份有限公司
上海新南洋昂立教育科技股份有限公司
爱迪特(秦皇岛)科技股份有限公司
洲际油气股份有限公司
乐普(北京)医疗器械股份有限公司
钜泉光电科技(上海)股份有限公司
国投智能(厦门)信息股份有限公司
北京首旅酒店(集团)股份有限公司
龙迅半导体(合肥)股份有限公司
芯原微电子(上海)股份有限公司
神州高铁技术股份有限公司
华润微电子有限公司
深圳市漫步者科技股份有限公司
上海延华智能科技(集团)股份有限公司
爱博诺德(北京)医疗科技股份有限公司
首药控股(北京)股份有限公司
江西福事特液压股份有限公司
福建国航远洋运输(集团)股份有限公司
交信(浙江)信息发展股份有限公司
迈威(上海)生物科技股份有限公司
中国移动有限公司
广东天龙科技集团股份有限公司
华虹半导体有限公司
上海爱建集团股份有限公司
上海机电股份有限公司
同享(苏州)电子材料科技股份有限公司
北京万通新发展集团股份有限公司
富士康工业互联网股份有限公司
江苏百川高科新材料股份有限公司
建设工业集团(云南)股份有限公司
上海龙头(集团)股份有限公司
宁波金田铜业(集团)股份有限公司
聚光科技(杭州)股份有限公司
恒为科技(上海)股份有限公司
新疆友好(集团)股份有限公司
金花企业(集团)股份有限公司
福安药业(集团)股份有限公司
纽威数控装备(苏州)股份有限公司
视觉(中国)文化发展股份有限公司
鹏鼎控股(深圳)股份有限公司
厚普清洁能源(集团)股份有限公司
东鹏饮料(集团)股份有限公司
亚钾国际投资(广州)股份有限公司
江苏润邦重工股份有限公司
广东长青(集团)股份有限公司
超捷紧固系统(上海)股份有限公司
甬矽电子(宁波)股份有限公司
澜起科技股份有限公司
扬帆新材料(浙江)股份有限公司
宏发科技股份有限公司
实朴检测技术(上海)股份有限公司
申联生物医药(上海)股份有限公司
中兴-沈阳商业大厦(集团)股份有限公司
新亚制程(浙江)股份有限公司
哈森商贸(中国)股份有限公司
北京中关村科技发展(控股)股份有限公司
甘肃亚盛实业(集团)股份有限公司
思创医惠科技股份有限公司
上海三毛企业(集团)股份有限公司
蒙草生态环境(集团)股份有限公司
中集车辆(集团)股份有限公司
湖北济川药业股份有限公司
豪威集成电路(集团)股份有限公司
翰博高新材料(合肥)股份有限公司
中重科技(天津)股份有限公司
中设工程咨询(重庆)股份有限公司
楚天龙股份有限公司
盛美半导体设备(上海)股份有限公司
美埃(中国)环境科技股份有限公司
天顺风能(苏州)股份有限公司
宸展光电(厦门)股份有限公司
安徽安科生物工程(集团)股份有限公司
深圳市振业(集团)股份有限公司
天洋新材(上海)科技股份有限公司
深圳中华自行车(集团)股份有限公司
康达新材料(集团)股份有限公司
上海创兴资源开发股份有限公司
隆华科技集团(洛阳)股份有限公司
重庆长江造型材料(集团)股份有限公司
上海凤凰企业(集团)股份有限公司
三力士股份有限公司
中微半导体(深圳)股份有限公司
卧龙新能源集团股份有限公司
中路股份有限公司
天音通信控股股份有限公司
二六三网络通信股份有限公司
嘉和美康(北京)科技股份有限公司
同辉佳视(北京)信息技术股份有限公司
瑞达期货股份有限公司
元翔(厦门)国际航空港股份有限公司
东来涂料技术(上海)股份有限公司
江苏南方精工股份有限公司
美芯晟科技(北京)股份有限公司
辽宁信德新材料科技(集团)股份有限公司
峰岹科技(深圳)股份有限公司
麦加芯彩新材料科技(上海)股份有限公司
海南椰岛(集团)股份有限公司
上海开创国际海洋资源股份有限公司
中化国际(控股)股份有限公司
芯海科技(深圳)股份有限公司
合富(中国)医疗科技股份有限公司
湖北华嵘控股股份有限公司
北自所(北京)科技发展股份有限公司
乐鑫信息科技(上海)股份有限公司
深圳华强实业股份有限公司
亚世光电(集团)股份有限公司
通达创智(厦门)股份有限公司
重庆望变电气(集团)股份有限公司
优利德科技(中国)股份有限公司
创新医疗管理股份有限公司
安徽鸿路钢结构(集团)股份有限公司
杭州沪宁电梯部件股份有限公司
成都彩虹电器(集团)股份有限公司
凤凰航运(武汉)股份有限公司
安乃达驱动技术(上海)股份有限公司
上海港湾基础建设(集团)股份有限公司
南侨食品集团(上海)股份有限公司
盛新锂能集团股份有限公司
上海华培数能科技(集团)股份有限公司
格兰康希通信科技(上海)股份有限公司
深圳市特力(集团)股份有限公司
学大(厦门)教育科技集团股份有限公司
新里程健康科技集团股份有限公司
深圳市纺织(集团)股份有限公司
四川新闻网传媒(集团)股份有限公司
福建省永安林业(集团)股份有限公司
联芸科技(杭州)股份有限公司
凯莱英医药集团(天津)股份有限公司
艾艾精密工业输送系统(上海)股份有限公司
中国振华(集团)科技股份有限公司
旭杰科技(苏州)股份有限公司
海螺(安徽)节能环保新材料股份有限公司
北方联合出版传媒(集团)股份有限公司
湘财股份有限公司
淮河能源(集团)股份有限公司
福建龙溪轴承(集团)股份有限公司
哈焊所华通(常州)焊业股份有限公司
维峰电子(广东)股份有限公司
重庆太极实业(集团)股份有限公司
诺思格(北京)医药科技股份有限公司
恒宇信通航空装备(北京)股份有限公司
上海宽频科技股份有限公司
安集微电子科技(上海)股份有限公司
惠柏新材料科技(上海)股份有限公司
