股票代码,股票名称,股票公司,行业,天眼查链接
600595,中孚实业,河南中孚实业股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/284259543
600596,新安股份,浙江新安化工集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/24074680-1c9c
600597,光明乳业,光明乳业股份有限公司,食品制造业,https://m.tianyancha.com/company/2806765
600598,北大荒,黑龙江北大荒农业股份有限公司,农业,https://www.tianyancha.com/company/329568291
600599,*ST熊猫,熊猫金控股份有限公司,批发业,https://www.tianyancha.com/company/509551948
600600,青岛啤酒,青岛啤酒股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/company/4651392
600601,方正科技,方正科技集团股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/11908081
600602,云赛智联,云赛智联股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/slawsuit/289004227-a355
600603,ST广物,广汇物流股份有限公司,铁路运输业,https://www.tianyancha.com/steam/2349774613-3f47
600604,市北高新,上海市北高新股份有限公司,房地产业,https://www.tianyancha.com/shcompany/2345088017-9cec
600605,汇通能源,上海汇通能源股份有限公司,房地产业,https://www.tianyancha.com/sinvest/977519747-512f
600606,绿地控股,绿地控股集团股份有限公司,土木工程建筑业,https://www.tianyancha.com/company-gsfz/863895721
600608,*ST沪科,上海宽频科技股份有限公司,批发业,https://www.tianyancha.com/sbranch/286866293-9312
600609,金杯汽车,金杯汽车股份有限公司,汽车制造业,https://www.tianyancha.com/steam/2322195639-193f
600610,中毅达,贵州中毅达股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/748432222
600611,大众交通,大众交通(集团)股份有限公司,道路运输业,https://www.tianyancha.com/sfindNews/79023588-1d4d/p2
600612,老凤祥,老凤祥股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/company/316384159
600613,神奇制药,上海神奇制药投资管理股份有限公司,医药制造业,https://m.tianyancha.com/spunishment/2956889648-a0ae
600615,丰华股份,重庆丰华(集团)股份有限公司,金属制品业,https://www.tianyancha.com/srecruit/287330-cc23
600616,金枫酒业,上海金枫酒业股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/srongzi/80209647-2b9f
600617,国新能源,山西省国新能源股份有限公司,燃气生产和供应业,https://www.tianyancha.com/sstaff/323336061-40a0
600618,氯碱化工,上海氯碱化工股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/szhixing/11646105-5008
600619,海立股份,上海海立(集团)股份有限公司,通用设备制造业,https://www.tianyancha.com/swechat/203309126-451e
600620,天宸股份,上海市天宸股份有限公司,综合,https://www.tianyancha.com/steam/1911278-42f2/p2
600621,华鑫股份,上海华鑫股份有限公司,资本市场服务,https://www.tianyancha.com/sholder/523699960-348f
600622,光大嘉宝,光大嘉宝股份有限公司,房地产业,https://www.tianyancha.com/steam/235050504-be9d
600623,华谊集团,上海华谊集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/79596324-8a87
600624,复旦复华,上海复旦复华科技股份有限公司,医药制造业,https://www.tianyancha.com/company/158049746
600626,申达股份,上海申达股份有限公司,纺织业,https://www.tianyancha.com/company-jyzk/338413539
600628,新世界,上海新世界股份有限公司,零售业,https://www.tianyancha.com/srecruit/332717822-4dec
600629,华建集团,华东建筑集团股份有限公司,专业技术服务业,https://m.tianyancha.com/company/2350113220
600630,龙头股份,上海龙头(集团)股份有限公司,纺织服装、服饰业,https://www.tianyancha.com/company/489472686
600633,浙数文化,浙报数字文化集团股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/3032097335
600635,大众公用,上海大众公用事业(集团)股份有限公司,燃气生产和供应业,https://www.tianyancha.com/company/7122397193</span><!--772--><!--771--><!--770--><!--769--><!--768--><!--773--><!--774--></div><!--764--><!--763--><!--762--></div><!--761--><!--775--></div><!--759--></div><div
600636,*ST国化,国新文化控股股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/steam/3223560075-4f43
600637,东方明珠,东方明珠新媒体股份有限公司,电信、广播电视和卫星传输服务,https://www.tianyancha.com/company/693714799
600638,新黄浦,上海新黄浦实业集团股份有限公司,房地产业,https://m.tianyancha.com/schange/410466168-19d6
600639,浦东金桥,上海金桥出口加工区开发股份有限公司,房地产业,https://m.tianyancha.com/sbranch/3185581278-170b
600640,国脉文化,新国脉数字文化股份有限公司,互联网和相关服务,https://www.tianyancha.com/srecruit/2960787565-b1bc
600641,万业企业,上海万业企业股份有限公司,房地产业,https://www.tianyancha.com/srecruit/3187155087-7994
600642,申能股份,申能股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/stm/62730557-7e87/p2
600643,爱建集团,上海爱建集团股份有限公司,其他金融业,https://www.tianyancha.com/company/269375517
600644,乐山电力,乐山电力股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/steam/195523828-25b5
600645,中源协和,中源协和细胞基因工程股份有限公司,医药制造业,https://www.tianyancha.com/sicp/24459645-8fc2
600648,外高桥,上海外高桥集团股份有限公司,批发业,https://www.tianyancha.com/sstaff/863798895-b6cf
600649,城投控股,上海城投控股股份有限公司,房地产业,https://m.tianyancha.com/szhixing/226901550-1970
600650,锦江在线,上海锦江在线网络服务股份有限公司,道路运输业,https://www.tianyancha.com/company/2311396864
600651,飞乐音响,上海飞乐音响股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/brand/b55ae157154
600653,申华控股,辽宁申华控股股份有限公司,零售业,https://www.tianyancha.com/company/2722858
600654,中安科,中安科股份有限公司,商务服务业,https://m.tianyancha.com/company/864108360
600655,豫园股份,上海豫园旅游商城(集团)股份有限公司,零售业,https://www.tianyancha.com/steam/3351254396-dd4c/p2
600657,信达地产,信达地产股份有限公司,房地产业,https://www.tianyancha.com/srecruit/18758193-0157
600658,电子城,北京电子城高科技集团股份有限公司,房地产业,https://www.tianyancha.com/company/2352884316
600660,福耀玻璃,福耀玻璃工业集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/sstaff/26693967-f3d7
600661,昂立教育,上海新南洋昂立教育科技股份有限公司,教育,https://mnews.tianyancha.com/ll_ruhgh9j3mk.html
600662,外服控股,上海外服控股集团股份有限公司,商务服务业,https://www.tianyancha.com/company/2969138769
600663,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司,房地产业,"https://www.tianyancha.com/sstaff/253508787-082d&quot;,&quot;urlSign&quot;:&quot;13536781124460120284&quot;,&quot;order&quot;:2}"
600664,哈药股份,哈药集团股份有限公司,医药制造业,https://m.tianyancha.com/steam/587215-1c28
600665,天地源,天地源股份有限公司,房地产业,https://www.tianyancha.com/company/296975529
600666,奥瑞德,奥瑞德光电股份有限公司,非金属矿物制品业,https://m.tianyancha.com/scourt/151521126-ee7a
600667,太极实业,无锡市太极实业股份有限公司,土木工程建筑业,https://www.tianyancha.com/stm/798310820-3c72
600668,尖峰集团,浙江尖峰集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/76122427
600671,天目药业,杭州天目山药业股份有限公司,医药制造业,https://www.tianyancha.com/company/96500110
600673,东阳光,广东东阳光科技控股股份有限公司,综合,https://www.tianyancha.com/company/521544698/
600674,川投能源,四川川投能源股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/steam/147751050-5b28
600675,中华企业,中华企业股份有限公司,房地产业,"https://www.tianyancha.com/company/233355381&quot;,&quot;urlSign&quot;:&quot;3709398690184543251&quot;,&quot;order&quot;:2}"
600676,交运股份,上海交运集团股份有限公司,道路运输业,https://www.tianyancha.com/company/385573228
600678,四川金顶,四川金顶(集团)股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/189835699
600679,上海凤凰,上海凤凰企业(集团)股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company/2344251515
600681,百川能源,百川能源股份有限公司,燃气生产和供应业,https://www.tianyancha.com/steam/85300393-3f91
600682,南京新百,南京新街口百货商店股份有限公司,医药制造业,https://www.tianyancha.com/sbranch/3187120474-0492
600683,京投发展,京投发展股份有限公司,房地产业,https://www.tianyancha.com/steam/13347873-fa7c
600684,珠江股份,广州珠江发展集团股份有限公司,房地产业,https://www.tianyancha.com/stm/3031589277-60c1
600685,中船防务,中船海洋与防务装备股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company-ssxx/422956100
600686,金龙汽车,厦门金龙汽车集团股份有限公司,汽车制造业,https://www.tianyancha.com/company/393103330
600688,上海石化,中国石化上海石油化工股份有限公司,石油、煤炭及其他燃料加工业,https://www.tianyancha.com/company/39894253
600689,上海三毛,上海三毛企业(集团)股份有限公司,批发业,https://www.tianyancha.com/company-jyzk/165372310
600690,海尔智家,海尔智家股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/150202089
600691,阳煤化工,阳煤化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sfindNews/297295640-32fb/p9
600692,亚通股份,上海亚通股份有限公司,房地产业,https://www.tianyancha.com/company-jyzk/301979128
600693,东百集团,福建东百集团股份有限公司,零售业,https://www.tianyancha.com/staxgrade/224721494-523e
600694,大商股份,大商股份有限公司,零售业,https://www.tianyancha.com/sbranch/211133043-4a44
600696,*ST岩石,上海贵酒股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/schange/2343696631-0261
600697,欧亚集团,长春欧亚集团股份有限公司,零售业,https://www.tianyancha.com/srecruit/190235050-6ba3
600698,湖南天雁,湖南天雁机械股份有限公司,汽车制造业,https://www.tianyancha.com/company/93745024
600699,均胜电子,宁波均胜电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/schange/65874928-15a3
600702,舍得酒业,舍得酒业股份有限公司,酒、饮料和精制茶制造业,https://m.tianyancha.com/company/168500672
600703,三安光电,三安光电股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/174048108-ff64
600704,物产中大,物产中大集团股份有限公司,批发业,https://www.tianyancha.com/company/66033300
600706,曲江文旅,西安曲江文化旅游股份有限公司,公共设施管理业,https://www.tianyancha.com/company/4529026
600707,彩虹股份,彩虹显示器件股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/109942620-ca65
600708,光明地产,光明房地产集团股份有限公司,房地产业,https://www.tianyancha.com/stm/2960034803-b130
600710,苏美达,苏美达股份有限公司,批发业,https://www.tianyancha.com/srecruit/3125377494-4f5f
600711,ST盛屯,盛屯矿业集团股份有限公司,有色金属矿采选业,https://www.tianyancha.com/company/2314531856
600712,南宁百货,南宁百货大楼股份有限公司,零售业,https://www.tianyancha.com/sholder/475689873-6330
600713,南京医药,南京医药股份有限公司,批发业,https://www.tianyancha.com/sequity/2118192-ffd2
600714,金瑞矿业,青海金瑞矿业发展股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/350093554
600715,文投控股,文投控股股份有限公司,广播、电视、电影和录音制作业,https://www.tianyancha.com/company/28730077
600716,凤凰股份,江苏凤凰置业投资股份有限公司,房地产业,https://www.tianyancha.com/company/233960486
600717,天津港,天津港股份有限公司,水上运输业,https://www.tianyancha.com/company/141994461
600718,东软集团,东软集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/scopyright/3277271-fc7e/p145
600719,大连热电,大连热电股份有限公司,电力、热力生产和供应业,"https://www.tianyancha.com/steam/627436177-90a8&quot;,&quot;urlSign&quot;:&quot;6816297693904715254&quot;,&quot;order&quot;:2}"
600720,中交设计,中交设计咨询集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/srongzi/192367288-1d9d
600721,百花医药,新疆百花村医药集团股份有限公司,研究和试验发展,https://www.tianyancha.com/company/120014540
600722,金牛化工,河北金牛化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/4890802-99f9
600724,宁波富达,宁波富达股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/75793582
600725,云维股份,云南云维股份有限公司,批发业,https://www.tianyancha.com/company/214878550
600726,华电能源,华电能源股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/24827084
600727,鲁北化工,山东鲁北化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/863991467-b545
600728,佳都科技,佳都科技集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/200371502
600729,重庆百货,重庆百货大楼股份有限公司,零售业,https://www.tianyancha.com/company/1072201538
600730,中国高科,中国高科集团股份有限公司,教育,https://www.tianyancha.com/sicp/24702788-92c6
600731,湖南海利,湖南海利化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/295135647
600732,爱旭股份,上海爱旭新能源股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3399330813
600733,北汽蓝谷,北汽蓝谷新能源科技股份有限公司,汽车制造业,https://www.tianyancha.com/company/3223302019
600734,实达集团,福建实达集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/13665708
600735,新华锦,山东新华锦国际股份有限公司,其他制造业,https://www.tianyancha.com/sstaff/3283708319-9a49
600736,苏州高新,苏州新区高新技术产业股份有限公司,房地产业,https://www.tianyancha.com/sholder/220732146-a4be
600737,中粮糖业,中粮糖业控股股份有限公司,农副食品加工业,https://www.tianyancha.com/sabnormal/26815056-61b8
600738,丽尚国潮,兰州丽尚国潮实业集团股份有限公司,零售业,https://www.tianyancha.com/scorpbasic/2317911296-20d1
600739,辽宁成大,辽宁成大股份有限公司,批发业,https://www.tianyancha.com/stm/22309712-1b61/p10
600740,山西焦化,山西焦化股份有限公司,石油、煤炭及其他燃料加工业,https://www.tianyancha.com/steam/302084872-39d1/p3
600741,华域汽车,华域汽车系统股份有限公司,汽车制造业,https://www.tianyancha.com/company/3187121362
600742,富维股份,长春富维集团汽车零部件股份有限公司,汽车制造业,https://www.tianyancha.com/company/150984250
600743,华远控股,北京华远新航控股股份有限公司,房地产业,"https://www.tianyancha.com/company/1201465&quot;,&quot;urlSign&quot;:&quot;10404187467291148778&quot;,&quot;order&quot;:2}"
600744,华银电力,大唐华银电力股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/25953289
600745,闻泰科技,闻泰科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/176552173-4a07
600746,江苏索普,江苏索普化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/869703003
600748,上实发展,上海实业发展股份有限公司,房地产业,https://www.tianyancha.com/company/3225904789
600749,西藏旅游,西藏旅游股份有限公司,公共设施管理业,https://www.tianyancha.com/company/111226568
600750,江中药业,江中药业股份有限公司,医药制造业,https://www.tianyancha.com/steam/6992687-3b03
600751,海航科技,海航科技股份有限公司,批发业,https://www.tianyancha.com/steam/18537895-910e
600753,*ST海钦,福建海钦能源集团股份有限公司,批发业,https://www.tianyancha.com/company/473591079
600754,锦江酒店,上海锦江国际酒店股份有限公司,住宿业,https://m.tianyancha.com/sholder/936352771-ec64
600755,厦门国贸,厦门国贸集团股份有限公司,商务服务业,https://www.tianyancha.com/sfindNews/5456112-cf5c/p63
600756,浪潮软件,浪潮软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/sstaff/257258605-c06d
600757,长江传媒,长江出版传媒股份有限公司,新闻和出版业,https://www.tianyancha.com/company/517859437
600758,辽宁能源,辽宁能源煤电产业股份有限公司,煤炭开采和洗选业,https://www.tianyancha.com/scertificate/3271482126-6074
600759,洲际油气,洲际油气股份有限公司,石油和天然气开采业,https://mnews.tianyancha.com/ll_rq6nw69rzc.html
600760,中航沈飞,中航沈飞股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/sinvest/1012883169-b32d
600761,安徽合力,安徽合力股份有限公司,通用设备制造业,https://www.tianyancha.com/company/203044853
600763,通策医疗,通策医疗股份有限公司,卫生,https://www.tianyancha.com/company/80092283
600764,中国海防,中国船舶重工集团海洋防务与信息对抗股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3958423
600765,中航重机,中航重机股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://m.tianyancha.com/company/357690283
600768,宁波富邦,宁波富邦精业集团股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/76402435
600769,祥龙电业,武汉祥龙电业股份有限公司,水的生产和供应业,"https://www.tianyancha.com/company/3188208350&quot;,&quot;urlSign&quot;:&quot;3336932856242813313&quot;,&quot;order&quot;:2}"
600770,综艺股份,江苏综艺股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/scopyright/5303172-3629
600771,广誉远,广誉远中药股份有限公司,医药制造业,https://www.tianyancha.com/company/177748659
600773,西藏城投,西藏城市发展投资股份有限公司,房地产业,https://www.tianyancha.com/sfindNews/463763686-501d/p12
600774,汉商集团,汉商集团股份有限公司,医药制造业,https://www.tianyancha.com/sinvest/2329479301-4a9e
600775,南京熊猫,南京熊猫电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/157452
600776,东方通信,东方通信股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sannouncement/39698451-3e86/p7
600777,ST新潮,山东新潮能源股份有限公司,石油和天然气开采业,https://www.tianyancha.com/srongzi/24706319-454b
600778,友好集团,新疆友好(集团)股份有限公司,零售业,https://www.tianyancha.com/stm/120572594-2070
600779,水井坊,四川水井坊股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/stm/82724655-52fe
600780,通宝能源,山西通宝能源股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/brand/bcd44156887
600782,新钢股份,新余钢铁股份有限公司,黑色金属冶炼和压延加工业,https://www.tianyancha.com/company/27170780
600783,鲁信创投,鲁信创业投资集团股份有限公司,资本市场服务,"https://www.tianyancha.com/organize/badcb10567&quot;,&quot;urlSign&quot;:&quot;8411565351628192047&quot;,&quot;order&quot;:2}"
600784,鲁银投资,鲁银投资集团股份有限公司,食品制造业,https://www.tianyancha.com/steam/3283705740-bdca
600785,新华百货,银川新华百货商业集团股份有限公司,零售业,https://m.tianyancha.com/company/231024863
600787,中储股份,中储发展股份有限公司,装卸搬运和仓储业,https://www.tianyancha.com/company/16060
600789,鲁抗医药,山东鲁抗医药股份有限公司,医药制造业,https://www.tianyancha.com/company/500364801
600790,轻纺城,浙江中国轻纺城集团股份有限公司,商务服务业,https://www.tianyancha.com/company/78175361
600791,京能置业,京能置业股份有限公司,房地产业,https://m.tianyancha.com/steam/4105236-ba8e
600792,云煤能源,云南煤业能源股份有限公司,石油、煤炭及其他燃料加工业,https://www.tianyancha.com/sbid/3342319447-5839
600793,宜宾纸业,宜宾纸业股份有限公司,造纸和纸制品业,https://m.tianyancha.com/sbranch/236966303-7195
600794,保税科技,张家港保税科技(集团)股份有限公司,装卸搬运和仓储业,https://www.tianyancha.com/brand/bd83c157013
600795,国电电力,国电电力发展股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/11360024
600796,钱江生化,浙江钱江生物化学股份有限公司,水的生产和供应业,https://www.tianyancha.com/srongzi/44236739-5c95
600797,浙大网新,浙大网新科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/2300989
600798,宁波海运,宁波海运股份有限公司,水上运输业,https://www.tianyancha.com/company-jyzk/214866569
600800,渤海化学,天津渤海化学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/20750961
600801,华新水泥,华新水泥股份有限公司,非金属矿物制品业,https://www.tianyancha.com/steam/3288332-5c5a
600802,福建水泥,福建水泥股份有限公司,非金属矿物制品业,https://www.tianyancha.com/srecruit/896882288-9934
600803,新奥股份,新奥天然气股份有限公司,燃气生产和供应业,https://www.tianyancha.com/steam/355565875-3fa1
600804,退市鹏博,鹏博士电信传媒集团股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/18266844
600805,悦达投资,江苏悦达投资股份有限公司,综合,https://www.tianyancha.com/company/2349201095
600807,济高发展,济南高新发展股份有限公司,医药制造业,https://www.tianyancha.com/company-jyzk/278445804
600808,马钢股份,马鞍山钢铁股份有限公司,黑色金属冶炼和压延加工业,https://www.tianyancha.com/scertificate/14775718-199d
600809,山西汾酒,山西杏花村汾酒厂股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/stm/311563409-7024/p377
600810,神马股份,神马实业股份有限公司,化学纤维制造业,https://www.tianyancha.com/company-jyzk/428910855
600812,华北制药,华北制药股份有限公司,医药制造业,https://www.tianyancha.com/stm/587185-687e/p35
600814,杭州解百,杭州解百集团股份有限公司,零售业,https://www.tianyancha.com/scontact/49729098-6494
600815,厦工股份,厦门厦工机械股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/16555095-a7e2
600816,建元信托,建元信托股份有限公司,其他金融业,"https://www.tianyancha.com/szhixing/159427824-cde7&quot;,&quot;urlSign&quot;:&quot;2292062564077557420&quot;,&quot;order&quot;:2}"
600817,宇通重工,宇通重工股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/3003335932-340e
600818,中路股份,中路股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company-sffx/1683594
600819,耀皮玻璃,上海耀皮玻璃集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/stm/2411218764-ab39
600820,隧道股份,上海隧道工程股份有限公司,土木工程建筑业,https://m.tianyancha.com/company/236897523
600821,金开新能,金开新能源股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/sjingpin/25970767-9925/p3
600822,上海物贸,上海物资贸易股份有限公司,批发业,https://www.tianyancha.com/company/2348045639
600824,益民集团,上海益民商业集团股份有限公司,零售业,https://www.tianyancha.com/sinvest/3187149225-6b57
600825,新华传媒,上海新华传媒股份有限公司,新闻和出版业,https://www.tianyancha.com/company/358048173
600826,兰生股份,东浩兰生会展集团股份有限公司,商务服务业,https://www.tianyancha.com/company/309467464
600827,百联股份,上海百联集团股份有限公司,零售业,https://www.tianyancha.com/company/2980710420
600828,茂业商业,茂业商业股份有限公司,零售业,https://www.tianyancha.com/srongzi/2352073876-0c5c
600829,人民同泰,哈药集团人民同泰医药股份有限公司,批发业,https://www.tianyancha.com/steam/79687551-17c7
600830,香溢融通,香溢融通控股集团股份有限公司,其他金融业,https://www.tianyancha.com/company/40594933
600831,ST广网,陕西广电网络传媒(集团)股份有限公司,电信、广播电视和卫星传输服务,https://www.tianyancha.com/srecruit/581523622-6838
600833,第一医药,上海第一医药股份有限公司,零售业,https://m.tianyancha.com/szhixing/523878248-f164
600834,申通地铁,上海申通地铁股份有限公司,道路运输业,https://www.tianyancha.com/steam/554146248-18f0
600835,上海机电,上海机电股份有限公司,通用设备制造业,https://www.tianyancha.com/sbonus/279713936-2480
600838,上海九百,上海九百股份有限公司,零售业,https://www.tianyancha.com/company/463584965
600839,四川长虹,四川长虹电器股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/5979313
600841,动力新科,上海新动力汽车科技股份有限公司,通用设备制造业,https://www.tianyancha.com/company/146137395
600843,上工申贝,上工申贝(集团)股份有限公司,专用设备制造业,https://www.tianyancha.com/spatent/431276904-537c
600844,丹化科技,丹化化工科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/spatent/350455396-ef31
600845,宝信软件,上海宝信软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/stm/27624827-4d19/p2
600846,同济科技,上海同济科技实业股份有限公司,土木工程建筑业,https://www.tianyancha.com/stm/303439064-ade8
600847,万里股份,重庆万里新能源股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/2388265725
600848,上海临港,上海临港控股股份有限公司,房地产业,https://m.tianyancha.com/company/2344922777
600850,电科数字,中电科数字技术股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/7713244
600851,海欣股份,上海海欣集团股份有限公司,医药制造业,https://m.tianyancha.com/spunishment/77264709-03a1
600853,龙建股份,龙建路桥股份有限公司,土木工程建筑业,https://www.tianyancha.com/steam/178744669-b2ce/p3
600854,春兰股份,江苏春兰制冷设备股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sholder/3183557109-5015
600855,航天长峰,北京航天长峰股份有限公司,专用设备制造业,https://www.tianyancha.com/company/26189535
600857,宁波中百,宁波中百股份有限公司,零售业,https://www.tianyancha.com/sstaff/348489-d188
600858,银座股份,银座集团股份有限公司,零售业,https://www.tianyancha.com/company/186210300
600859,王府井,王府井集团股份有限公司,零售业,https://www.tianyancha.com/sabnormal/2804841-c8a6
600860,京城股份,北京京城机电股份有限公司,专用设备制造业,https://www.tianyancha.com/company/12079686
600861,北京人力,北京国际人力资本集团股份有限公司,商务服务业,https://www.tianyancha.com/stm/3665577-48a0
600862,中航高科,中航航空高科技股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://m.tianyancha.com/sbranch/209370942-101a
600863,内蒙华电,内蒙古蒙电华能热电股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/7888204
600864,哈投股份,哈尔滨哈投投资股份有限公司,资本市场服务,https://m.tianyancha.com/scourt/25451638-a975
600865,百大集团,百大集团股份有限公司,零售业,https://tianyancha.com/company/538350458
600866,星湖科技,广东肇庆星湖生物科技股份有限公司,食品制造业,https://www.tianyancha.com/company/685187
600867,通化东宝,通化东宝药业股份有限公司,医药制造业,https://www.tianyancha.com/company/26161038
600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/steam/441357857-7ca0
600869,远东股份,远东智慧能源股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sstaff/217806066-a318
600871,石化油服,中石化石油工程技术服务股份有限公司,开采专业及辅助性活动,https://www.tianyancha.com/company/867595458
600872,中炬高新,中炬高新技术实业(集团)股份有限公司,食品制造业,https://www.tianyancha.com/srecruit/2353628441-cc97
600873,梅花生物,梅花生物科技集团股份有限公司,食品制造业,https://m.tianyancha.com/sholder/179986342-3c92
600874,创业环保,天津创业环保集团股份有限公司,水的生产和供应业,https://www.tianyancha.com/company/142083055
600875,东方电气,东方电气股份有限公司,通用设备制造业,https://www.tianyancha.com/company/38121305
600876,凯盛新能,凯盛新能源股份有限公司,非金属矿物制品业,https://www.tianyancha.com/spatent/3188916351-8326
600877,电科芯片,中电科芯片技术股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/158137940
600879,航天电子,航天时代电子技术股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/spatent/5226527-21e5
600880,博瑞传播,成都博瑞传播股份有限公司,新闻和出版业,https://www.tianyancha.com/srecruit/14719766-b2f0
600881,亚泰集团,吉林亚泰(集团)股份有限公司,非金属矿物制品业,https://www.tianyancha.com/steam/5693156-97cd
600882,妙可蓝多,上海妙可蓝多食品科技股份有限公司,食品制造业,https://www.tianyancha.com/srecruit/2358280118-8390
600883,博闻科技,云南博闻科技实业股份有限公司,农副食品加工业,https://www.tianyancha.com/srecruit/28749084-13da
600884,杉杉股份,宁波杉杉股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/68582274
600885,宏发股份,宏发科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/1134434210
600886,国投电力,国投电力控股股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/sbid/25956326-e34d
600887,伊利股份,内蒙古伊利实业集团股份有限公司,食品制造业,https://m.tianyancha.com/company/80489145
600888,新疆众和,新疆众和股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/scertificate/242964473-8702
600889,南京化纤,南京化纤股份有限公司,化学纤维制造业,https://www.tianyancha.com/company/642750005
600892,*ST大晟,大晟时代文化投资股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/97304680
600893,航发动力,中国航发动力股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company/421364049
600894,广日股份,广州广日股份有限公司,通用设备制造业,https://m.tianyancha.com/company/357901454
